"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"DRH03","OUT027",2620.71431670173
"FDA36","OUT018",2270.19803404326
"NCF31","OUT017",2660.30615472445
"FDG14","OUT049",2715.07992966648
"FDG28","OUT027",4882.78231026576
"FDU14","OUT049",4515.82370452091
"FDY47","OUT019",340.630141681457
"FDI56","OUT049",1372.64734746074
"DRD01","OUT013",378.094681463087
"FDM22","OUT046",1015.54214589976
"FDH33","OUT013",969.369455699117
"DRZ24","OUT013",2638.47906461056
"NCQ38","OUT046",1130.73584590892
"FDO16","OUT027",2063.08287233249
"FDU07","OUT027",4084.1531558488
"NCB07","OUT013",2543.83594369926
"FDU48","OUT045",1684.42976892013
"NCM43","OUT045",2583.98141717731
"FDR31","OUT010",462.298989544068
"DRK49","OUT018",559.732501651296
"NCI30","OUT010",346.657084001277
"DRD60","OUT017",3016.4485585035
"NCG19","OUT046",4203.84075818134
"FDH12","OUT035",1506.34187646083
"FDM32","OUT035",1425.23709636761
"FDM27","OUT035",2491.33248155804
"NCU53","OUT027",4202.02794539969
"NCQ18","OUT046",1820.20459155105
"FDS10","OUT013",3429.03052175946
"FDB33","OUT027",3825.67017327816
"FDI12","OUT013",1450.18041981031
"NCW42","OUT013",3704.35602134381
"NCC06","OUT018",2078.01021641864
"FDW02","OUT017",2393.82967741269
"NCD43","OUT017",2471.17217420323
"FDM57","OUT018",798.295946683769
"FDA58","OUT017",3976.46605768249
"FDK56","OUT046",3226.59667855683
"FDP52","OUT045",4186.72068570921
"FDW20","OUT018",1821.38081454312
"FDS52","OUT049",1787.96218123247
"NCT29","OUT018",1459.01416214152
"NCL54","OUT013",3103.85501891326
"FDC05","OUT045",2808.4078390981
"FDF34","OUT035",2820.1911772095
"FDP03","OUT027",2853.84037966823
"FDD32","OUT010",154.657245149825
"FDZ10","OUT045",1646.71973999333
"FDZ40","OUT035",1022.81242576413
"FDD51","OUT018",767.096331740189
"NCY30","OUT019",838.075229251107
"FDP58","OUT017",2953.41345270275
"FDV49","OUT017",4090.73256117733
"FDY24","OUT019",87.3608560410794
"NCO55","OUT017",1673.87017732721
"FDR13","OUT017",2147.74724864335
"FDS51","OUT017",1302.19647584209
"FDP26","OUT045",1911.30892166694
"NCB54","OUT027",3262.9487035881
"FDF32","OUT017",2935.89720160929
"FDN31","OUT018",2955.2528621807
"DRM48","OUT017",676.180552987396
"FDN20","OUT049",2959.06996976868
"DRL01","OUT046",3669.98680248728
"FDV56","OUT049",1341.57977038084
"DRH13","OUT027",3096.8864364646
"FDA03","OUT017",2674.88087570569
"FDF47","OUT027",5084.21734182368
"FDX32","OUT046",2405.35270139998
"FDX57","OUT049",1628.84066632986
"NCA30","OUT045",2834.83347740321
"FDO49","OUT013",688.080382168783
"FDL04","OUT019",192.077413268551
"DRM48","OUT035",727.893958867086
"FDR16","OUT013",3728.02750694604
"NCC19","OUT018",3292.27570519884
"NCE42","OUT045",3782.15179185725
"FDY24","OUT017",1094.55651720755
"FDH19","OUT049",2166.06659276613
"FDJ46","OUT013",1803.06998570612
"FDN45","OUT010",519.349556619155
"FDY08","OUT035",2413.61274672186
"FDZ37","OUT035",2258.87224156793
"NCT30","OUT045",1002.69984794214
"DRY23","OUT018",727.091310450778
"NCZ30","OUT018",1865.82279388447
"FDC44","OUT018",1941.31119592928
"FDB45","OUT035",1710.4237226236
"FDY04","OUT013",1917.7187344662
"FDM27","OUT046",2329.51782786943
"FDZ43","OUT017",3883.97031245292
"FDT39","OUT019",262.715892385319
"NCC06","OUT019",762.823521124078
"FDL15","OUT027",4512.57055821674
"FDL57","OUT017",5642.92838104727
"FDU08","OUT046",1181.81842569234
"FDK40","OUT017",4217.14978108187
"FDQ12","OUT010",809.542418275454
"FDS48","OUT017",3045.08264543025
"FDP09","OUT045",4153.71989117824
"FDW21","OUT049",1869.07090639751
"FDY25","OUT035",3300.46453269359
"DRE13","OUT017",1799.03568405145
"FDV43","OUT019",35.7530670381611
"FDD22","OUT045",2042.48744041062
"FDM46","OUT019",293.333651360785
"NCO30","OUT010",465.154335334539
"FDM25","OUT046",3196.14847676384
"NCN41","OUT049",1956.37119526496
"FDU24","OUT045",2072.51511993927
"FDZ50","OUT046",3238.35210849389
"FDP45","OUT013",3784.77739367357
"NCM54","OUT045",1753.72320859678
"FDW10","OUT019",513.895567928676
"FDP20","OUT017",1743.41517660018
"FDK32","OUT046",2738.24189691705
"FDN52","OUT049",1091.60366016542
"FDM58","OUT045",2092.58518370962
"FDZ46","OUT027",2537.23875275092
"NCA18","OUT018",1526.3070563544
"FDD35","OUT046",2520.12469526237
"NCK31","OUT035",1118.81086134389
"FDI40","OUT027",3228.75272576175
"FDT50","OUT019",136.458896164233
"NCT06","OUT046",2504.52306216759
"FDT31","OUT035",2396.93226304662
"FDT45","OUT049",869.693626649484
"FDT13","OUT045",2980.31782336418
"FDO50","OUT045",1300.76427701836
"NCU18","OUT010",201.964268355912
"NCR54","OUT049",3864.49052336985
"NCO18","OUT018",1996.56060752884
"FDU09","OUT045",887.112610361892
"FDT13","OUT018",2905.97235514339
"FDE09","OUT046",1966.14426217661
"NCK53","OUT019",395.251246043679
"FDG45","OUT049",3613.05781601533
"DRH15","OUT035",609.638126767702
"FDO21","OUT019",1216.06641690257
"FDD14","OUT027",4859.73176734032
"FDC09","OUT046",1848.14530755779
"FDH45","OUT027",1137.4945329981
"FDV32","OUT046",1474.41463139863
"FDG12","OUT035",1792.57898124959
"FDS32","OUT013",2127.11921652266
"NCL55","OUT018",2918.89044934424
"DRE01","OUT035",3934.00655922384
"DRE15","OUT049",1222.63380085491
"NCL42","OUT045",3493.87192897785
"FDP31","OUT013",990.007910956984
"FDN33","OUT018",853.873717376617
"FDZ59","OUT046",2962.45476248382
"FDE45","OUT010",508.661506416514
"FDJ07","OUT013",1622.25486910807
"FDQ45","OUT018",2540.29900617573
"FDM33","OUT027",4074.40594350228
"FDO15","OUT010",109.749286317697
"FDM46","OUT013",1840.85345818243
"FDR03","OUT045",2541.98515584903
"FDY49","OUT018",2590.81707864321
"FDQ60","OUT045",1503.45698489047
"FDW10","OUT049",2543.81556768063
"FDO51","OUT049",704.679038905456
"FDJ40","OUT018",1201.65744097489
"FDS20","OUT018",3358.40435395856
"FDU45","OUT013",2143.41495620479
"FDV02","OUT035",3264.27231229464
"FDN09","OUT046",3705.57925115028
"NCM55","OUT027",5216.08874975729
"FDN23","OUT018",1794.6135412809
"FDY31","OUT010",552.593034765303
"FDW03","OUT010",423.170299789628
"FDD14","OUT046",2715.14003961958
"FDV23","OUT017",1871.33376043437
"DRI03","OUT045",2155.50330680558
"FDN13","OUT035",1399.6143321397
"FDF45","OUT027",2295.1822216178
"FDU46","OUT035",1116.18443794418
"FDB57","OUT049",4322.61910110928
"FDV12","OUT049",1691.41815467956
"FDQ58","OUT013",2251.2182926493
"NCA18","OUT017",1494.07428933709
"FDH52","OUT049",1319.31305166516
"FDM24","OUT018",2872.84705687153
"NCP43","OUT027",3181.06991234645
"NCO18","OUT019",810.097176632815
"FDM32","OUT017",926.437557644412
"NCL07","OUT017",780.314585406438
"FDK03","OUT013",4791.26266993947
"FDP59","OUT017",1697.43781775269
"FDQ24","OUT049",4477.65228337176
"FDQ16","OUT018",1503.71108278554
"FDU44","OUT013",1788.2569618292
"FDH28","OUT010",128.433424866278
"FDV28","OUT019",115.753833982495
"FDM22","OUT045",1119.71839695452
"FDR56","OUT046",2739.78538450638
"FDV39","OUT049",2371.22083127165
"FDU37","OUT019",352.234829722482
"FDQ11","OUT010",1270.88388004084
"FDX02","OUT045",4370.57891366796
"NCS42","OUT018",1512.17664643528
"FDY57","OUT027",2299.12012275264
"FDB21","OUT049",3070.17242352714
"FDE28","OUT017",3710.37319462956
"FDQ55","OUT017",2334.55780705262
"FDA48","OUT049",4110.38078657916
"FDZ19","OUT045",2653.34396825748
"NCC43","OUT045",2980.19195360407
"NCV18","OUT046",2026.89780441859
"NCA42","OUT018",2981.13924358717
"FDY45","OUT046",2520.25221430165
"NCC30","OUT045",2761.63588204588
"FDM57","OUT013",1325.24560010391
"FDL09","OUT010",306.729447190446
"FDB09","OUT027",2982.324969464
"FDT44","OUT035",1865.94269588984
"NCT06","OUT027",3274.47198315065
"FDX26","OUT049",3990.92041648545
"FDK32","OUT013",2472.61960430009
"DRA12","OUT046",2103.6620915464
"FDO46","OUT010",528.675302018828
"FDE52","OUT013",1504.91976854081
"NCH42","OUT045",4472.4564079119
"FDV08","OUT035",1227.36573737666
"FDB47","OUT018",3005.67869860255
"FDC28","OUT010",225.166970527829
"FDD22","OUT046",2080.29495840445
"FDS07","OUT027",2732.65103098486
"DRI13","OUT045",3463.32776267017
"FDG32","OUT018",3343.45220126428
"FDU14","OUT017",4116.2731450263
"FDD28","OUT019",41.4496540426953
"NCP41","OUT017",2347.28908920579
"FDS08","OUT049",2297.09229960009
"FDX47","OUT045",1922.67602982801
"FDC53","OUT019",265.199085497539
"FDQ19","OUT035",3933.15012396414
"FDL14","OUT045",1836.92423675887
"FDM33","OUT019",783.309843181494
"FDA51","OUT045",2604.00577806732
"FDZ27","OUT018",852.75593677832
"FDT04","OUT046",817.173708475225
"DRC13","OUT049",1927.25783457266
"FDR16","OUT027",3841.16292752746
"FDQ03","OUT027",4865.58392483254
"FDE38","OUT035",2794.02476118729
"DRH23","OUT027",1667.62342948845
"FDT11","OUT019",1332.40228242383
"FDD09","OUT035",3175.25552876286
"FDR40","OUT045",1506.28065939937
"FDX07","OUT017",3358.63448532206
"FDR07","OUT035",1669.84221923328
"FDA51","OUT017",2386.41525646536
"FDT59","OUT019",1177.04698779006
"FDF20","OUT017",2881.07435523084
"FDR13","OUT045",2218.76094559423
"FDY26","OUT049",4474.186818404
"FDW04","OUT017",1796.77245175133
"FDK52","OUT017",4021.39317973391
"FDN60","OUT049",3149.63017205558
"FDM09","OUT019",554.100529243255
"FDP46","OUT049",1089.96100117308
"FDB50","OUT019",273.347381265219
"NCQ29","OUT049",3600.68242803212
"FDP16","OUT027",4688.98549426336
"FDX33","OUT018",1955.29824185249
"FDP07","OUT010",532.839391151572
"FDN22","OUT046",3553.66600027241
"FDF39","OUT049",4209.2110940174
"FDS21","OUT017",813.745034998195
"NCM42","OUT013",1725.1483833875
"FDK50","OUT019",457.649137776454
"DRF13","OUT027",3458.26844321525
"FDH35","OUT018",2659.46173991012
"FDP60","OUT018",1126.93076738916
"DRJ49","OUT027",2912.08842693785
"NCT42","OUT019",287.755439300605
"FDE38","OUT049",2472.83964418666
"FDI04","OUT049",2635.55666904069
"NCH54","OUT045",2293.02965219867
"FDT56","OUT049",1470.45435894637
"DRD15","OUT018",3470.59035871366
"FDV58","OUT013",3148.76308477409
"FDP21","OUT049",3294.87913499943
"FDH05","OUT013",2887.63916815051
"FDR10","OUT027",3783.92057794869
"NCP06","OUT045",1879.37889428003
"FDF33","OUT049",1888.92538479741
"DRK37","OUT013",3365.36692546201
"DRH49","OUT045",1549.43496675284
"FDT58","OUT013",2253.73371488953
"FDD41","OUT018",1300.63053985785
"FDP40","OUT018",1995.84523595208
"FDM51","OUT027",2879.27070259401
"FDO45","OUT010",121.606758358603
"FDW33","OUT010",200.733665894497
"FDY24","OUT045",1273.54373410672
"FDB10","OUT010",556.447111050036
"FDM40","OUT035",2780.89172044631
"NCI06","OUT017",2991.37643010995
"FDW12","OUT019",459.712854423777
"FDX48","OUT027",4271.32729173969
"NCW05","OUT027",2894.16817228366
"FDX27","OUT017",2038.56171765169
"DRM37","OUT045",2913.3778381281
"FDA38","OUT045",4270.04296911789
"FDR36","OUT046",452.395906516802
"FDZ45","OUT046",1847.12085471437
"FDG05","OUT017",3206.52150730795
"FDK28","OUT013",3466.23394170695
"FDV47","OUT045",1555.87814584693
"FDN21","OUT045",1884.14536192371
"FDP20","OUT027",3107.10684856585
"FDI35","OUT045",2588.18158189373
"DRY23","OUT013",739.671869578952
"FDA56","OUT017",1947.48259291405
"FDB09","OUT013",1485.706147677
"NCO26","OUT027",3074.90231701566
"FDQ49","OUT018",2631.25704666112
"FDI52","OUT027",2946.66304124332
"FDZ44","OUT027",2493.31685327264
"FDZ09","OUT018",2416.61524626042
"FDY03","OUT049",2136.50916136554
"NCG42","OUT017",1922.22858273646
"DRI13","OUT027",4240.5683098535
"FDQ32","OUT013",2543.00964177664
"FDW16","OUT035",1449.40247841809
"FDU27","OUT046",860.286884484455
"FDR28","OUT010",555.615589080678
"FDQ49","OUT010",298.90994060805
"FDS37","OUT046",2103.91470504883
"FDW26","OUT018",2680.59673606685
"FDX12","OUT018",3382.4805444891
"NCP06","OUT013",2911.8134596003
"FDW45","OUT010",493.291367734806
"NCN30","OUT049",1335.42151017613
"FDN24","OUT049",1344.97272097025
"NCL41","OUT027",1325.54323230477
"FDR02","OUT019",372.219271514676
"FDD09","OUT010",789.668638457273
"FDS33","OUT010",122.145380813367
"FDU22","OUT045",1624.91343905193
"FDI53","OUT013",2656.71862243688
"DRH01","OUT049",2416.65572945844
"FDX32","OUT013",2553.16713582055
"NCP30","OUT018",222.430425587231
"FDB60","OUT045",3061.24182823278
"FDB14","OUT049",1515.602167484
"NCP02","OUT035",837.033065909624
"FDJ10","OUT017",2130.40650130948
"FDG34","OUT046",1511.92285786915
"NCB18","OUT017",1314.70913715824
"FDM16","OUT049",1356.67649699791
"FDW25","OUT018",1251.05102973044
"FDB35","OUT010",393.593724909599
"DRN11","OUT013",2525.45121787752
"FDF41","OUT019",396.974345706847
"FDH16","OUT045",1068.13827998972
"NCQ50","OUT018",3233.27921182979
"DRH23","OUT018",817.011481815262
"DRJ37","OUT013",1429.86023208582
"DRJ24","OUT027",4176.19314335603
"FDY16","OUT035",3505.24025378193
"FDQ27","OUT045",1870.34391211222
"FDZ33","OUT045",2502.61940269975
"FDF29","OUT045",2375.58663960445
"FDA08","OUT049",2725.97763661083
"FDG31","OUT046",924.926028973624
"FDE34","OUT019",842.221744540269
"NCR30","OUT027",2256.25093731363
"FDV33","OUT035",4140.90609275253
"DRZ24","OUT018",2172.3242888014
"NCL54","OUT035",2654.47254842017
"FDR12","OUT049",2340.08102700698
"NCC54","OUT046",3546.2401316761
"DRN59","OUT013",203.443219190837
"FDX50","OUT019",313.035221305207
"FDV31","OUT027",3735.28809428226
"NCA29","OUT027",3929.46819353622
"FDW60","OUT049",2682.80855593305
"FDX08","OUT017",3621.18140019553
"DRD49","OUT013",4013.15607266391
"FDD33","OUT046",3097.08059943514
"FDW35","OUT013",956.385770480845
"FDJ36","OUT017",2037.00226953557
"FDV51","OUT035",3284.49758537532
"FDW36","OUT046",2048.98734221553
"FDH35","OUT046",3268.07260945183
"NCS30","OUT027",3036.38796205496
"FDN49","OUT017",690.408533861859
"FDL08","OUT018",3236.57661916284
"FDI09","OUT013",3717.99957123903
"FDP19","OUT018",2083.56500955627
"FDU21","OUT010",57.2948218088045
"NCP41","OUT045",1585.30146570745
"FDY10","OUT013",2110.56574881609
"FDP12","OUT018",763.068302931669
"NCN26","OUT049",1792.79201980348
"FDK44","OUT013",2727.14854212209
"FDC28","OUT049",1476.70240949194
"FDJ41","OUT027",6061.69765524789
"NCT29","OUT035",1857.00382431159
"NCH42","OUT019",768.177125953054
"FDU60","OUT018",2828.02442354529
"FDS02","OUT045",3304.18556718875
"FDC51","OUT046",1606.67788852897
"FDU03","OUT013",3177.78900395465
"FDX39","OUT045",4020.87776744139
"NCY05","OUT010",13.3269069488811
"NCL06","OUT027",6251.16286992228
"FDD32","OUT035",1641.54224173967
"NCN41","OUT045",1541.42266889914
"NCX53","OUT049",2680.10288164645
"FDU57","OUT019",291.589346485878
"FDQ23","OUT046",1388.62502536879
"FDQ52","OUT045",4224.17568476776
"FDC14","OUT045",948.589417899471
"FDY09","OUT035",3117.48972731541
"FDQ28","OUT045",2339.23637278269
"FDV25","OUT046",3818.10095647444
"FDJ07","OUT035",1863.51349165819
"DRB25","OUT049",1780.96562795736
"FDK52","OUT019",816.191490640703
"FDY52","OUT027",1786.74416251369
"FDB28","OUT046",2216.66141301104
"FDT36","OUT035",690.314195602733
"FDV25","OUT017",3928.22544648116
"NCN07","OUT027",2799.94877963424
"FDC57","OUT017",3395.47023323849
"FDQ03","OUT018",2912.98963476361
"FDU23","OUT017",2773.89726730026
"NCX41","OUT035",3757.48467347672
"NCD06","OUT035",804.128730719977
"FDW08","OUT045",2113.77252816164
"NCU29","OUT017",2110.44721149317
"NCE06","OUT013",2160.09710010092
"FDV52","OUT010",265.309298359437
"FDB02","OUT017",2951.84770495999
"NCR18","OUT045",1105.6441571117
"FDK16","OUT049",2014.75404031928
"NCQ29","OUT010",468.980700274992
"FDZ01","OUT019",196.450675828002
"FDW27","OUT035",2254.39796153168
"FDD17","OUT018",3239.84184524681
"FDW39","OUT013",3542.50155988166
"DRH59","OUT045",946.979111893223
"FDS52","OUT013",1436.08477148298
"FDU40","OUT027",3789.88080827241
"NCF54","OUT013",2034.80763689442
"FDH46","OUT045",1790.52538325052
"NCP14","OUT049",2129.42810331397
"FDH50","OUT049",2991.25698643028
"DRF15","OUT010",408.935225752442
"FDV27","OUT027",2254.88902270503
"NCJ06","OUT049",2072.04942611859
"FDN02","OUT018",3548.35651305763
"FDQ51","OUT049",836.835611206782
